,Abundance %,runNumber,Ecosystem Element,Time,runType,Median,ninetyfivePerc,fivePerc
12,0,3,Red deer,12,Rejected,0.0,0.0,0.0
12,0,3,Tamworth pigs,12,Rejected,0.0,0.0,0.0
12,80,3,Grassland,12,Rejected,80.5,80.95,80.05
12,15,3,Woodland,12,Rejected,14.5,14.95,14.05
12,2,3,Thorny Scrub,12,Rejected,1.5,1.95,1.05
12,4,3,Bare ground,12,Rejected,4.0,4.0,4.0
13,13,3,Roe deer,13,Rejected,14.0,14.9,13.1
13,0,3,Exmoor pony,13,Rejected,0.0,0.0,0.0
13,0,3,Fallow deer,13,Rejected,0.0,0.0,0.0
13,0,3,Longhorn cattle,13,Rejected,0.0,0.0,0.0
13,0,3,Red deer,13,Rejected,0.0,0.0,0.0
13,0,3,Tamworth pigs,13,Rejected,0.0,0.0,0.0
13,80,3,Grassland,13,Rejected,80.5,80.95,80.05
13,15,3,Woodland,13,Rejected,14.5,14.95,14.05
13,2,3,Thorny Scrub,13,Rejected,1.5,1.95,1.05
13,4,3,Bare ground,13,Rejected,4.0,4.0,4.0
14,13,3,Roe deer,14,Rejected,13.5,13.95,13.05
14,0,3,Exmoor pony,14,Rejected,0.0,0.0,0.0
14,0,3,Fallow deer,14,Rejected,0.0,0.0,0.0
14,0,3,Longhorn cattle,14,Rejected,0.0,0.0,0.0
14,0,3,Red deer,14,Rejected,0.0,0.0,0.0
14,0,3,Tamworth pigs,14,Rejected,0.0,0.0,0.0
14,80,3,Grassland,14,Rejected,80.5,80.95,80.05
14,15,3,Woodland,14,Rejected,14.5,14.95,14.05
14,2,3,Thorny Scrub,14,Rejected,1.5,1.95,1.05
14,4,3,Bare ground,14,Rejected,4.0,4.0,4.0
15,13,3,Roe deer,15,Rejected,13.5,13.95,13.05
15,0,3,Exmoor pony,15,Rejected,0.0,0.0,0.0
15,0,3,Fallow deer,15,Rejected,0.0,0.0,0.0
15,0,3,Longhorn cattle,15,Rejected,0.0,0.0,0.0
15,0,3,Red deer,15,Rejected,0.0,0.0,0.0
15,0,3,Tamworth pigs,15,Rejected,0.0,0.0,0.0
15,80,3,Grassland,15,Rejected,80.5,80.95,80.05
15,15,3,Woodland,15,Rejected,14.5,14.95,14.05
15,2,3,Thorny Scrub,15,Rejected,1.5,1.95,1.05
15,3,3,Bare ground,15,Rejected,3.5,3.95,3.05
16,13,3,Roe deer,16,Rejected,13.5,13.95,13.05
16,0,3,Exmoor pony,16,Rejected,0.0,0.0,0.0
16,0,3,Fallow deer,16,Rejected,0.0,0.0,0.0
16,0,3,Longhorn cattle,16,Rejected,0.0,0.0,0.0
16,0,3,Red deer,16,Rejected,0.0,0.0,0.0
16,0,3,Tamworth pigs,16,Rejected,0.0,0.0,0.0
16,79,3,Grassland,16,Rejected,80.0,80.9,79.1
16,15,3,Woodland,16,Rejected,15.0,15.0,15.0
16,2,3,Thorny Scrub,16,Rejected,1.5,1.95,1.05
16,3,3,Bare ground,16,Rejected,3.5,3.95,3.05
17,15,3,Roe deer,17,Rejected,15.0,15.0,15.0
17,0,3,Exmoor pony,17,Rejected,0.0,0.0,0.0
17,0,3,Fallow deer,17,Rejected,0.0,0.0,0.0
17,0,3,Longhorn cattle,17,Rejected,0.0,0.0,0.0
17,0,3,Red deer,17,Rejected,0.0,0.0,0.0
17,0,3,Tamworth pigs,17,Rejected,0.0,0.0,0.0
17,80,3,Grassland,17,Rejected,80.0,80.0,80.0
17,15,3,Woodland,17,Rejected,15.0,15.0,15.0
17,2,3,Thorny Scrub,17,Rejected,1.5,1.95,1.05
17,3,3,Bare ground,17,Rejected,3.5,3.95,3.05
18,18,3,Roe deer,18,Rejected,17.5,17.95,17.05
18,0,3,Exmoor pony,18,Rejected,0.0,0.0,0.0
18,0,3,Fallow deer,18,Rejected,0.0,0.0,0.0
18,0,3,Longhorn cattle,18,Rejected,0.0,0.0,0.0
18,0,3,Red deer,18,Rejected,0.0,0.0,0.0
18,0,3,Tamworth pigs,18,Rejected,0.0,0.0,0.0
18,79,3,Grassland,18,Rejected,79.5,79.95,79.05
18,15,3,Woodland,18,Rejected,15.0,15.0,15.0
18,2,3,Thorny Scrub,18,Rejected,1.5,1.95,1.05
18,3,3,Bare ground,18,Rejected,3.5,3.95,3.05
19,18,3,Roe deer,19,Rejected,17.5,17.95,17.05
19,0,3,Exmoor pony,19,Rejected,0.0,0.0,0.0
19,0,3,Fallow deer,19,Rejected,0.0,0.0,0.0
19,0,3,Longhorn cattle,19,Rejected,0.0,0.0,0.0
19,0,3,Red deer,19,Rejected,0.0,0.0,0.0
19,0,3,Tamworth pigs,19,Rejected,0.0,0.0,0.0
19,78,3,Grassland,19,Rejected,79.0,79.9,78.1
19,15,3,Woodland,19,Rejected,15.0,15.0,15.0
19,3,3,Thorny Scrub,19,Rejected,2.5,2.95,2.05
19,3,3,Bare ground,19,Rejected,3.5,3.95,3.05
20,18,3,Roe deer,20,Rejected,17.5,17.95,17.05
20,0,3,Exmoor pony,20,Rejected,0.0,0.0,0.0
20,0,3,Fallow deer,20,Rejected,0.0,0.0,0.0
20,0,3,Longhorn cattle,20,Rejected,0.0,0.0,0.0
20,0,3,Red deer,20,Rejected,0.0,0.0,0.0
20,0,3,Tamworth pigs,20,Rejected,0.0,0.0,0.0
20,78,3,Grassland,20,Rejected,78.5,78.95,78.05
20,15,3,Woodland,20,Rejected,15.0,15.0,15.0
20,4,3,Thorny Scrub,20,Rejected,3.5,3.95,3.05
20,3,3,Bare ground,20,Rejected,3.0,3.0,3.0
21,18,3,Roe deer,21,Rejected,17.5,17.95,17.05
21,0,3,Exmoor pony,21,Rejected,0.0,0.0,0.0
21,0,3,Fallow deer,21,Rejected,0.0,0.0,0.0
21,0,3,Longhorn cattle,21,Rejected,0.0,0.0,0.0
21,0,3,Red deer,21,Rejected,0.0,0.0,0.0
21,0,3,Tamworth pigs,21,Rejected,0.0,0.0,0.0
21,77,3,Grassland,21,Rejected,77.5,77.95,77.05
21,16,3,Woodland,21,Rejected,16.0,16.0,16.0
21,4,3,Thorny Scrub,21,Rejected,3.5,3.95,3.05
21,3,3,Bare ground,21,Rejected,3.0,3.0,3.0
22,18,3,Roe deer,22,Rejected,17.5,17.95,17.05
22,0,3,Exmoor pony,22,Rejected,0.0,0.0,0.0
22,0,3,Fallow deer,22,Rejected,0.0,0.0,0.0
22,0,3,Longhorn cattle,22,Rejected,0.0,0.0,0.0
22,0,3,Red deer,22,Rejected,0.0,0.0,0.0
22,0,3,Tamworth pigs,22,Rejected,0.0,0.0,0.0
22,77,3,Grassland,22,Rejected,77.5,77.95,77.05
22,16,3,Woodland,22,Rejected,16.0,16.0,16.0
22,4,3,Thorny Scrub,22,Rejected,3.5,3.95,3.05
22,3,3,Bare ground,22,Rejected,3.0,3.0,3.0
23,18,3,Roe deer,23,Rejected,17.5,17.95,17.05
23,0,3,Exmoor pony,23,Rejected,0.0,0.0,0.0
23,0,3,Fallow deer,23,Rejected,0.0,0.0,0.0
23,0,3,Longhorn cattle,23,Rejected,0.0,0.0,0.0
23,0,3,Red deer,23,Rejected,0.0,0.0,0.0
23,0,3,Tamworth pigs,23,Rejected,0.0,0.0,0.0
23,76,3,Grassland,23,Rejected,77.0,77.9,76.1
23,16,3,Woodland,23,Rejected,16.0,16.0,16.0
23,5,3,Thorny Scrub,23,Rejected,4.0,4.9,3.1
23,3,3,Bare ground,23,Rejected,3.0,3.0,3.0
24,17,3,Roe deer,24,Rejected,17.0,17.0,17.0
24,0,3,Exmoor pony,24,Rejected,0.0,0.0,0.0
24,0,3,Fallow deer,24,Rejected,0.0,0.0,0.0
24,0,3,Longhorn cattle,24,Rejected,0.0,0.0,0.0
24,0,3,Red deer,24,Rejected,0.0,0.0,0.0
24,0,3,Tamworth pigs,24,Rejected,0.0,0.0,0.0
24,76,3,Grassland,24,Rejected,76.5,76.95,76.05
24,16,3,Woodland,24,Rejected,16.0,16.0,16.0
24,6,3,Thorny Scrub,24,Rejected,5.0,5.9,4.1
24,3,3,Bare ground,24,Rejected,3.0,3.0,3.0
25,17,3,Roe deer,25,Rejected,17.0,17.0,17.0
25,0,3,Exmoor pony,25,Rejected,0.0,0.0,0.0
25,0,3,Fallow deer,25,Rejected,0.0,0.0,0.0
25,0,3,Longhorn cattle,25,Rejected,0.0,0.0,0.0
25,0,3,Red deer,25,Rejected,0.0,0.0,0.0
25,0,3,Tamworth pigs,25,Rejected,0.0,0.0,0.0
25,75,3,Grassland,25,Rejected,76.0,76.9,75.1
25,16,3,Woodland,25,Rejected,16.0,16.0,16.0
25,7,3,Thorny Scrub,25,Rejected,5.5,6.85,4.15
25,3,3,Bare ground,25,Rejected,3.0,3.0,3.0
26,17,3,Roe deer,26,Rejected,17.0,17.0,17.0
26,0,3,Exmoor pony,26,Rejected,0.0,0.0,0.0
26,0,3,Fallow deer,26,Rejected,0.0,0.0,0.0
26,0,3,Longhorn cattle,26,Rejected,0.0,0.0,0.0
26,0,3,Red deer,26,Rejected,0.0,0.0,0.0
26,0,3,Tamworth pigs,26,Rejected,0.0,0.0,0.0
26,75,3,Grassland,26,Rejected,75.5,75.95,75.05
26,16,3,Woodland,26,Rejected,16.0,16.0,16.0
26,7,3,Thorny Scrub,26,Rejected,6.0,6.9,5.1
26,3,3,Bare ground,26,Rejected,3.0,3.0,3.0
27,17,3,Roe deer,27,Rejected,17.0,17.0,17.0
27,0,3,Exmoor pony,27,Rejected,0.0,0.0,0.0
27,0,3,Fallow deer,27,Rejected,0.0,0.0,0.0
27,0,3,Longhorn cattle,27,Rejected,0.0,0.0,0.0
27,0,3,Red deer,27,Rejected,0.0,0.0,0.0
27,0,3,Tamworth pigs,27,Rejected,0.0,0.0,0.0
27,75,3,Grassland,27,Rejected,75.5,75.95,75.05
27,16,3,Woodland,27,Rejected,16.0,16.0,16.0
27,7,3,Thorny Scrub,27,Rejected,6.0,6.9,5.1
27,3,3,Bare ground,27,Rejected,3.0,3.0,3.0
28,17,3,Roe deer,28,Rejected,17.0,17.0,17.0
28,0,3,Exmoor pony,28,Rejected,0.0,0.0,0.0
28,0,3,Fallow deer,28,Rejected,0.0,0.0,0.0
28,0,3,Longhorn cattle,28,Rejected,0.0,0.0,0.0
28,0,3,Red deer,28,Rejected,0.0,0.0,0.0
28,0,3,Tamworth pigs,28,Rejected,0.0,0.0,0.0
28,74,3,Grassland,28,Rejected,74.5,74.95,74.05
28,16,3,Woodland,28,Rejected,16.0,16.0,16.0
28,7,3,Thorny Scrub,28,Rejected,6.0,6.9,5.1
28,3,3,Bare ground,28,Rejected,3.0,3.0,3.0
29,19,3,Roe deer,29,Rejected,19.5,19.95,19.05
29,0,3,Exmoor pony,29,Rejected,0.0,0.0,0.0
29,0,3,Fallow deer,29,Rejected,0.0,0.0,0.0
29,0,3,Longhorn cattle,29,Rejected,0.0,0.0,0.0
29,0,3,Red deer,29,Rejected,0.0,0.0,0.0
29,0,3,Tamworth pigs,29,Rejected,0.0,0.0,0.0
29,74,3,Grassland,29,Rejected,74.5,74.95,74.05
29,16,3,Woodland,29,Rejected,16.5,16.95,16.05
29,8,3,Thorny Scrub,29,Rejected,7.0,7.9,6.1
29,3,3,Bare ground,29,Rejected,2.5,2.95,2.05
30,22,3,Roe deer,30,Rejected,23.0,23.9,22.1
30,0,3,Exmoor pony,30,Rejected,0.0,0.0,0.0
30,0,3,Fallow deer,30,Rejected,0.0,0.0,0.0
30,0,3,Longhorn cattle,30,Rejected,0.0,0.0,0.0
30,0,3,Red deer,30,Rejected,0.0,0.0,0.0
30,0,3,Tamworth pigs,30,Rejected,0.0,0.0,0.0
30,74,3,Grassland,30,Rejected,74.5,74.95,74.05
30,16,3,Woodland,30,Rejected,16.5,16.95,16.05
30,8,3,Thorny Scrub,30,Rejected,7.0,7.9,6.1
30,2,3,Bare ground,30,Rejected,2.0,2.0,2.0
31,22,3,Roe deer,31,Rejected,23.0,23.9,22.1
31,0,3,Exmoor pony,31,Rejected,0.0,0.0,0.0
31,0,3,Fallow deer,31,Rejected,0.0,0.0,0.0
31,0,3,Longhorn cattle,31,Rejected,0.0,0.0,0.0
31,0,3,Red deer,31,Rejected,0.0,0.0,0.0
31,0,3,Tamworth pigs,31,Rejected,0.0,0.0,0.0
31,73,3,Grassland,31,Rejected,74.0,74.9,73.1
31,16,3,Woodland,31,Rejected,16.5,16.95,16.05
31,8,3,Thorny Scrub,31,Rejected,7.0,7.9,6.1
31,2,3,Bare ground,31,Rejected,2.0,2.0,2.0
32,22,3,Roe deer,32,Rejected,22.5,22.95,22.05
32,0,3,Exmoor pony,32,Rejected,0.0,0.0,0.0
32,0,3,Fallow deer,32,Rejected,0.0,0.0,0.0
32,0,3,Longhorn cattle,32,Rejected,0.0,0.0,0.0
32,0,3,Red deer,32,Rejected,0.0,0.0,0.0
32,0,3,Tamworth pigs,32,Rejected,0.0,0.0,0.0
32,73,3,Grassland,32,Rejected,73.5,73.95,73.05
32,16,3,Woodland,32,Rejected,16.5,16.95,16.05
32,8,3,Thorny Scrub,32,Rejected,7.0,7.9,6.1
32,2,3,Bare ground,32,Rejected,2.0,2.0,2.0
33,21,3,Roe deer,33,Rejected,21.0,21.0,21.0
33,0,3,Exmoor pony,33,Rejected,0.0,0.0,0.0
33,0,3,Fallow deer,33,Rejected,0.0,0.0,0.0
33,0,3,Longhorn cattle,33,Rejected,0.0,0.0,0.0
33,0,3,Red deer,33,Rejected,0.0,0.0,0.0
33,0,3,Tamworth pigs,33,Rejected,0.0,0.0,0.0
33,72,3,Grassland,33,Rejected,72.5,72.95,72.05
33,17,3,Woodland,33,Rejected,17.0,17.0,17.0
33,9,3,Thorny Scrub,33,Rejected,8.0,8.9,7.1
33,2,3,Bare ground,33,Rejected,2.0,2.0,2.0
34,21,3,Roe deer,34,Rejected,21.0,21.0,21.0
34,0,3,Exmoor pony,34,Rejected,0.0,0.0,0.0
34,0,3,Fallow deer,34,Rejected,0.0,0.0,0.0
34,0,3,Longhorn cattle,34,Rejected,0.0,0.0,0.0
34,0,3,Red deer,34,Rejected,0.0,0.0,0.0
34,0,3,Tamworth pigs,34,Rejected,0.0,0.0,0.0
34,72,3,Grassland,34,Rejected,72.0,72.0,72.0
34,17,3,Woodland,34,Rejected,17.0,17.0,17.0
34,9,3,Thorny Scrub,34,Rejected,8.5,8.95,8.05
34,2,3,Bare ground,34,Rejected,2.0,2.0,2.0
35,20,3,Roe deer,35,Rejected,20.5,20.95,20.05
35,0,3,Exmoor pony,35,Rejected,0.0,0.0,0.0
35,0,3,Fallow deer,35,Rejected,0.0,0.0,0.0
35,0,3,Longhorn cattle,35,Rejected,0.0,0.0,0.0
35,0,3,Red deer,35,Rejected,0.0,0.0,0.0
35,0,3,Tamworth pigs,35,Rejected,0.0,0.0,0.0
35,71,3,Grassland,35,Rejected,71.5,71.95,71.05
35,17,3,Woodland,35,Rejected,17.5,17.95,17.05
35,9,3,Thorny Scrub,35,Rejected,8.5,8.95,8.05
35,2,3,Bare ground,35,Rejected,2.0,2.0,2.0
36,20,3,Roe deer,36,Rejected,20.0,20.0,20.0
36,0,3,Exmoor pony,36,Rejected,0.0,0.0,0.0
36,0,3,Fallow deer,36,Rejected,0.0,0.0,0.0
36,0,3,Longhorn cattle,36,Rejected,0.0,0.0,0.0
36,0,3,Red deer,36,Rejected,0.0,0.0,0.0
36,0,3,Tamworth pigs,36,Rejected,0.0,0.0,0.0
36,70,3,Grassland,36,Rejected,70.5,70.95,70.05
36,18,3,Woodland,36,Rejected,18.0,18.0,18.0
36,10,3,Thorny Scrub,36,Rejected,9.5,9.95,9.05
36,2,3,Bare ground,36,Rejected,2.0,2.0,2.0
37,20,3,Roe deer,37,Rejected,19.5,19.95,19.05
37,0,3,Exmoor pony,37,Rejected,0.0,0.0,0.0
37,0,3,Fallow deer,37,Rejected,0.0,0.0,0.0
37,0,3,Longhorn cattle,37,Rejected,0.0,0.0,0.0
37,0,3,Red deer,37,Rejected,0.0,0.0,0.0
37,0,3,Tamworth pigs,37,Rejected,0.0,0.0,0.0
37,70,3,Grassland,37,Rejected,70.0,70.0,70.0
37,18,3,Woodland,37,Rejected,18.0,18.0,18.0
37,10,3,Thorny Scrub,37,Rejected,10.0,10.0,10.0
37,2,3,Bare ground,37,Rejected,2.0,2.0,2.0
38,20,3,Roe deer,38,Rejected,19.5,19.95,19.05
38,0,3,Exmoor pony,38,Rejected,0.0,0.0,0.0
38,0,3,Fallow deer,38,Rejected,0.0,0.0,0.0
38,0,3,Longhorn cattle,38,Rejected,0.0,0.0,0.0
38,0,3,Red deer,38,Rejected,0.0,0.0,0.0
38,0,3,Tamworth pigs,38,Rejected,0.0,0.0,0.0
38,70,3,Grassland,38,Rejected,70.0,70.0,70.0
38,18,3,Woodland,38,Rejected,18.0,18.0,18.0
38,10,3,Thorny Scrub,38,Rejected,10.5,10.95,10.05
38,2,3,Bare ground,38,Rejected,2.0,2.0,2.0
39,19,3,Roe deer,39,Rejected,19.0,19.0,19.0
39,0,3,Exmoor pony,39,Rejected,0.0,0.0,0.0
39,0,3,Fallow deer,39,Rejected,0.0,0.0,0.0
39,0,3,Longhorn cattle,39,Rejected,0.0,0.0,0.0
39,0,3,Red deer,39,Rejected,0.0,0.0,0.0
39,0,3,Tamworth pigs,39,Rejected,0.0,0.0,0.0
39,70,3,Grassland,39,Rejected,70.0,70.0,70.0
39,18,3,Woodland,39,Rejected,18.0,18.0,18.0
39,10,3,Thorny Scrub,39,Rejected,10.5,10.95,10.05
39,2,3,Bare ground,39,Rejected,2.0,2.0,2.0
40,19,3,Roe deer,40,Rejected,19.0,19.0,19.0
40,0,3,Exmoor pony,40,Rejected,0.0,0.0,0.0
40,0,3,Fallow deer,40,Rejected,0.0,0.0,0.0
40,0,3,Longhorn cattle,40,Rejected,0.0,0.0,0.0
40,0,3,Red deer,40,Rejected,0.0,0.0,0.0
40,0,3,Tamworth pigs,40,Rejected,0.0,0.0,0.0
40,69,3,Grassland,40,Rejected,69.5,69.95,69.05
40,18,3,Woodland,40,Rejected,18.0,18.0,18.0
40,12,3,Thorny Scrub,40,Rejected,11.5,11.95,11.05
40,2,3,Bare ground,40,Rejected,1.5,1.95,1.05
41,20,3,Roe deer,41,Rejected,21.5,22.85,20.15
41,0,3,Exmoor pony,41,Rejected,0.0,0.0,0.0
41,0,3,Fallow deer,41,Rejected,0.0,0.0,0.0
41,0,3,Longhorn cattle,41,Rejected,0.0,0.0,0.0
41,0,3,Red deer,41,Rejected,0.0,0.0,0.0
41,0,3,Tamworth pigs,41,Rejected,0.0,0.0,0.0
41,68,3,Grassland,41,Rejected,68.5,68.95,68.05
41,18,3,Woodland,41,Rejected,18.0,18.0,18.0
41,12,3,Thorny Scrub,41,Rejected,12.0,12.0,12.0
41,1,3,Bare ground,41,Rejected,1.0,1.0,1.0
42,20,3,Roe deer,42,Rejected,22.0,23.8,20.2
42,0,3,Exmoor pony,42,Rejected,0.0,0.0,0.0
42,0,3,Fallow deer,42,Rejected,0.0,0.0,0.0
42,0,3,Longhorn cattle,42,Rejected,0.0,0.0,0.0
42,0,3,Red deer,42,Rejected,0.0,0.0,0.0
42,0,3,Tamworth pigs,42,Rejected,0.0,0.0,0.0
42,68,3,Grassland,42,Rejected,68.0,68.0,68.0
42,18,3,Woodland,42,Rejected,18.0,18.0,18.0
42,13,3,Thorny Scrub,42,Rejected,12.5,12.95,12.05
42,1,3,Bare ground,42,Rejected,1.0,1.0,1.0
43,19,3,Roe deer,43,Rejected,21.5,23.75,19.25
43,0,3,Exmoor pony,43,Rejected,0.0,0.0,0.0
43,0,3,Fallow deer,43,Rejected,0.0,0.0,0.0
43,0,3,Longhorn cattle,43,Rejected,0.0,0.0,0.0
43,0,3,Red deer,43,Rejected,0.0,0.0,0.0
43,0,3,Tamworth pigs,43,Rejected,0.0,0.0,0.0
43,68,3,Grassland,43,Rejected,68.0,68.0,68.0
43,18,3,Woodland,43,Rejected,18.5,18.95,18.05
43,13,3,Thorny Scrub,43,Rejected,13.0,13.0,13.0
43,1,3,Bare ground,43,Rejected,1.0,1.0,1.0
44,19,3,Roe deer,44,Rejected,21.0,22.8,19.2
44,0,3,Exmoor pony,44,Rejected,0.0,0.0,0.0
44,0,3,Fallow deer,44,Rejected,0.0,0.0,0.0
44,0,3,Longhorn cattle,44,Rejected,0.0,0.0,0.0
44,0,3,Red deer,44,Rejected,0.0,0.0,0.0
44,0,3,Tamworth pigs,44,Rejected,0.0,0.0,0.0
44,67,3,Grassland,44,Rejected,67.0,67.0,67.0
44,18,3,Woodland,44,Rejected,18.5,18.95,18.05
44,14,3,Thorny Scrub,44,Rejected,13.5,13.95,13.05
44,1,3,Bare ground,44,Rejected,1.0,1.0,1.0
45,19,3,Roe deer,45,Rejected,21.0,22.8,19.2
45,0,3,Exmoor pony,45,Rejected,0.0,0.0,0.0
45,0,3,Fallow deer,45,Rejected,0.0,0.0,0.0
45,0,3,Longhorn cattle,45,Rejected,0.0,0.0,0.0
45,0,3,Red deer,45,Rejected,0.0,0.0,0.0
45,0,3,Tamworth pigs,45,Rejected,0.0,0.0,0.0
45,66,3,Grassland,45,Rejected,66.5,66.95,66.05
45,18,3,Woodland,45,Rejected,19.0,19.9,18.1
45,15,3,Thorny Scrub,45,Rejected,14.0,14.9,13.1
45,1,3,Bare ground,45,Rejected,1.0,1.0,1.0
46,19,3,Roe deer,46,Rejected,21.0,22.8,19.2
46,0,3,Exmoor pony,46,Rejected,0.0,0.0,0.0
46,0,3,Fallow deer,46,Rejected,0.0,0.0,0.0
46,0,3,Longhorn cattle,46,Rejected,0.0,0.0,0.0
46,0,3,Red deer,46,Rejected,0.0,0.0,0.0
46,0,3,Tamworth pigs,46,Rejected,0.0,0.0,0.0
46,66,3,Grassland,46,Rejected,66.0,66.0,66.0
46,18,3,Woodland,46,Rejected,19.0,19.9,18.1
46,16,3,Thorny Scrub,46,Rejected,14.5,15.85,13.15
46,0,3,Bare ground,46,Rejected,0.0,0.0,0.0
47,19,3,Roe deer,47,Rejected,21.0,22.8,19.2
47,0,3,Exmoor pony,47,Rejected,0.0,0.0,0.0
47,0,3,Fallow deer,47,Rejected,0.0,0.0,0.0
47,0,3,Longhorn cattle,47,Rejected,0.0,0.0,0.0
47,0,3,Red deer,47,Rejected,0.0,0.0,0.0
47,0,3,Tamworth pigs,47,Rejected,0.0,0.0,0.0
47,65,3,Grassland,47,Rejected,65.5,65.95,65.05
47,19,3,Woodland,47,Rejected,19.5,19.95,19.05
47,16,3,Thorny Scrub,47,Rejected,14.5,15.85,13.15
47,0,3,Bare ground,47,Rejected,0.0,0.0,0.0
48,19,3,Roe deer,48,Rejected,21.0,22.8,19.2
48,0,3,Exmoor pony,48,Rejected,0.0,0.0,0.0
48,0,3,Fallow deer,48,Rejected,0.0,0.0,0.0
48,0,3,Longhorn cattle,48,Rejected,0.0,0.0,0.0
48,0,3,Red deer,48,Rejected,0.0,0.0,0.0
48,0,3,Tamworth pigs,48,Rejected,0.0,0.0,0.0
48,64,3,Grassland,48,Rejected,65.0,65.9,64.1
48,20,3,Woodland,48,Rejected,20.0,20.0,20.0
48,16,3,Thorny Scrub,48,Rejected,15.0,15.9,14.1
48,0,3,Bare ground,48,Rejected,0.0,0.0,0.0
49,19,3,Roe deer,49,Rejected,21.0,22.8,19.2
49,0,3,Exmoor pony,49,Rejected,0.0,0.0,0.0
49,0,3,Fallow deer,49,Rejected,0.0,0.0,0.0
49,0,3,Longhorn cattle,49,Rejected,0.0,0.0,0.0
49,0,3,Red deer,49,Rejected,0.0,0.0,0.0
49,0,3,Tamworth pigs,49,Rejected,0.0,0.0,0.0
49,64,3,Grassland,49,Rejected,64.5,64.95,64.05
49,20,3,Woodland,49,Rejected,20.0,20.0,20.0
49,16,3,Thorny Scrub,49,Rejected,15.5,15.95,15.05
49,0,3,Bare ground,49,Rejected,0.0,0.0,0.0
50,19,3,Roe deer,50,Rejected,21.0,22.8,19.2
50,23,3,Exmoor pony,50,Rejected,23.0,23.0,23.0
50,0,3,Fallow deer,50,Rejected,0.0,0.0,0.0
50,53,3,Longhorn cattle,50,Rejected,53.0,53.0,53.0
50,0,3,Red deer,50,Rejected,0.0,0.0,0.0
50,20,3,Tamworth pigs,50,Rejected,20.0,20.0,20.0
50,63,3,Grassland,50,Rejected,63.0,63.0,63.0
50,20,3,Woodland,50,Rejected,20.5,20.95,20.05
50,17,3,Thorny Scrub,50,Rejected,16.5,16.95,16.05
50,0,3,Bare ground,50,Rejected,0.0,0.0,0.0
51,19,3,Roe deer,51,Rejected,20.0,20.9,19.1
51,23,3,Exmoor pony,51,Rejected,23.0,23.0,23.0
51,0,3,Fallow deer,51,Rejected,0.0,0.0,0.0
51,53,3,Longhorn cattle,51,Rejected,53.0,53.0,53.0
51,0,3,Red deer,51,Rejected,0.0,0.0,0.0
51,20,3,Tamworth pigs,51,Rejected,20.0,20.0,20.0
51,63,3,Grassland,51,Rejected,63.0,63.0,63.0
51,20,3,Woodland,51,Rejected,20.5,20.95,20.05
51,17,3,Thorny Scrub,51,Rejected,16.5,16.95,16.05
51,0,3,Bare ground,51,Rejected,0.0,0.0,0.0
52,18,3,Roe deer,52,Rejected,19.5,20.85,18.15
52,23,3,Exmoor pony,52,Rejected,23.0,23.0,23.0
52,0,3,Fallow deer,52,Rejected,0.0,0.0,0.0
52,61,3,Longhorn cattle,52,Rejected,61.5,61.95,61.05
52,0,3,Red deer,52,Rejected,0.0,0.0,0.0
52,20,3,Tamworth pigs,52,Rejected,20.0,20.0,20.0
52,62,3,Grassland,52,Rejected,62.0,62.0,62.0
52,20,3,Woodland,52,Rejected,21.0,21.9,20.1
52,18,3,Thorny Scrub,52,Rejected,17.0,17.9,16.1
52,0,3,Bare ground,52,Rejected,0.0,0.0,0.0
53,22,3,Roe deer,53,Rejected,23.0,23.9,22.1
53,23,3,Exmoor pony,53,Rejected,23.0,23.0,23.0
53,0,3,Fallow deer,53,Rejected,0.0,0.0,0.0
53,67,3,Longhorn cattle,53,Rejected,68.0,68.9,67.1
53,0,3,Red deer,53,Rejected,0.0,0.0,0.0
53,20,3,Tamworth pigs,53,Rejected,20.0,20.0,20.0
53,62,3,Grassland,53,Rejected,62.0,62.0,62.0
53,20,3,Woodland,53,Rejected,21.0,21.9,20.1
53,18,3,Thorny Scrub,53,Rejected,17.0,17.9,16.1
53,0,3,Bare ground,53,Rejected,0.0,0.0,0.0
54,24,3,Roe deer,54,Rejected,27.5,30.65,24.35
54,23,3,Exmoor pony,54,Rejected,23.0,23.0,23.0
54,0,3,Fallow deer,54,Rejected,0.0,0.0,0.0
54,72,3,Longhorn cattle,54,Rejected,74.0,75.8,72.2
54,0,3,Red deer,54,Rejected,0.0,0.0,0.0
54,20,3,Tamworth pigs,54,Rejected,20.0,20.0,20.0
54,62,3,Grassland,54,Rejected,62.0,62.0,62.0
54,20,3,Woodland,54,Rejected,21.0,21.9,20.1
54,19,3,Thorny Scrub,54,Rejected,17.5,18.85,16.15
54,0,3,Bare ground,54,Rejected,0.0,0.0,0.0
55,24,3,Roe deer,55,Rejected,27.5,30.65,24.35
55,23,3,Exmoor pony,55,Rejected,23.0,23.0,23.0
55,0,3,Fallow deer,55,Rejected,0.0,0.0,0.0
55,72,3,Longhorn cattle,55,Rejected,74.0,75.8,72.2
55,0,3,Red deer,55,Rejected,0.0,0.0,0.0
55,20,3,Tamworth pigs,55,Rejected,20.0,20.0,20.0
55,61,3,Grassland,55,Rejected,61.0,61.0,61.0
55,20,3,Woodland,55,Rejected,21.0,21.9,20.1
55,20,3,Thorny Scrub,55,Rejected,18.5,19.85,17.15
55,0,3,Bare ground,55,Rejected,0.0,0.0,0.0
56,24,3,Roe deer,56,Rejected,27.5,30.65,24.35
