,Abundance %,runNumber,Ecosystem Element,Time,Perc,Median,ninetyfivePerc,fivePerc
4783,36,1,Longhorn cattle,478,-0.5,26.0,35.0,18.8
4784,13,1,Red deer,478,-0.5,20.0,29.0,13.7
4785,17,1,Tamworth pigs,478,-0.5,17.0,17.9,17.0
4786,58,1,Grassland,478,-0.5,58.0,67.0,44.5
4787,12,1,Woodland,478,-0.5,12.0,12.0,9.3
4788,30,1,Thorny Scrub,478,-0.5,30.0,46.2,21.0
4789,0,1,Bare ground,478,-0.5,0.0,0.0,0.0
4790,85,1,Roe deer,479,-0.5,95.0,154.39999999999998,86.0
4791,8,1,Exmoor pony,479,-0.5,8.0,8.0,8.0
4792,63,1,Fallow deer,479,-0.5,118.0,118.9,68.5
4793,36,1,Longhorn cattle,479,-0.5,26.0,35.0,18.8
4794,13,1,Red deer,479,-0.5,14.0,17.6,13.1
4795,17,1,Tamworth pigs,479,-0.5,17.0,17.9,17.0
4796,59,1,Grassland,479,-0.5,59.0,67.1,44.6
4797,12,1,Woodland,479,-0.5,12.0,12.0,9.3
4798,30,1,Thorny Scrub,479,-0.5,30.0,46.2,21.0
4799,0,1,Bare ground,479,-0.5,0.0,0.0,0.0
4800,85,1,Roe deer,480,-0.5,95.0,153.5,86.0
4801,8,1,Exmoor pony,480,-0.5,8.0,8.0,8.0
4802,63,1,Fallow deer,480,-0.5,118.0,118.9,68.5
4803,36,1,Longhorn cattle,480,-0.5,26.0,35.0,18.8
4804,13,1,Red deer,480,-0.5,14.0,17.6,13.1
4805,16,1,Tamworth pigs,480,-0.5,17.0,18.8,16.1
4806,58,1,Grassland,480,-0.5,58.0,67.9,44.5
4807,12,1,Woodland,480,-0.5,12.0,12.0,9.3
4808,30,1,Thorny Scrub,480,-0.5,30.0,46.2,21.0
4809,0,1,Bare ground,480,-0.5,0.0,0.0,0.0
4810,84,1,Roe deer,481,-0.5,93.0,153.3,84.9
4811,8,1,Exmoor pony,481,-0.5,8.0,8.0,8.0
4812,63,1,Fallow deer,481,-0.5,118.0,118.9,68.5
4813,36,1,Longhorn cattle,481,-0.5,26.0,35.0,18.8
4814,13,1,Red deer,481,-0.5,14.0,17.6,13.1
4815,14,1,Tamworth pigs,481,-0.5,14.0,14.0,12.2
4816,58,1,Grassland,481,-0.5,58.0,67.9,44.5
4817,12,1,Woodland,481,-0.5,12.0,12.0,9.3
4818,30,1,Thorny Scrub,481,-0.5,30.0,46.2,20.1
4819,0,1,Bare ground,481,-0.5,0.0,0.0,0.0
4820,84,1,Roe deer,482,-0.5,92.0,151.39999999999998,84.8
4821,8,1,Exmoor pony,482,-0.5,8.0,8.0,8.0
4822,63,1,Fallow deer,482,-0.5,118.0,118.9,68.5
4823,36,1,Longhorn cattle,482,-0.5,26.0,35.0,18.8
4824,13,1,Red deer,482,-0.5,14.0,17.6,13.1
4825,10,1,Tamworth pigs,482,-0.5,6.0,9.6,6.0
4826,58,1,Grassland,482,-0.5,58.0,67.9,45.4
4827,12,1,Woodland,482,-0.5,12.0,12.0,9.3
4828,30,1,Thorny Scrub,482,-0.5,30.0,45.3,20.1
4829,0,1,Bare ground,482,-0.5,0.0,0.0,0.0
4830,80,1,Roe deer,483,-0.5,90.0,149.39999999999998,81.0
4831,8,1,Exmoor pony,483,-0.5,8.0,8.0,8.0
4832,124,1,Fallow deer,483,-0.5,124.0,124.0,124.0
4833,40,1,Longhorn cattle,483,-0.5,40.0,40.0,40.0
4834,18,1,Red deer,483,-0.5,18.0,18.0,18.0
4835,22,1,Tamworth pigs,483,-0.5,6.0,20.4,6.0
4836,58,1,Grassland,483,-0.5,58.0,67.9,45.4
4837,12,1,Woodland,483,-0.5,12.0,12.0,9.3
4838,30,1,Thorny Scrub,483,-0.5,30.0,45.3,20.1
4839,0,1,Bare ground,483,-0.5,0.0,0.0,0.0
4840,78,1,Roe deer,484,-0.5,90.0,149.39999999999998,79.2
4841,8,1,Exmoor pony,484,-0.5,8.0,8.0,8.0
4842,124,1,Fallow deer,484,-0.5,124.0,124.0,124.0
4843,43,1,Longhorn cattle,484,-0.5,43.0,44.8,42.1
4844,18,1,Red deer,484,-0.5,18.0,18.0,18.0
4845,22,1,Tamworth pigs,484,-0.5,6.0,20.4,6.0
4846,58,1,Grassland,484,-0.5,58.0,67.9,45.4
4847,12,1,Woodland,484,-0.5,12.0,12.0,9.3
4848,30,1,Thorny Scrub,484,-0.5,30.0,46.2,20.1
4849,0,1,Bare ground,484,-0.5,0.0,0.0,0.0
4850,84,1,Roe deer,485,-0.5,98.0,161.89999999999998,85.4
4851,8,1,Exmoor pony,485,-0.5,8.0,8.0,8.0
4852,144,1,Fallow deer,485,-0.5,138.0,143.4,138.0
4853,53,1,Longhorn cattle,485,-0.5,52.0,52.9,46.6
4854,22,1,Red deer,485,-0.5,23.0,24.8,22.1
4855,22,1,Tamworth pigs,485,-0.5,6.0,20.4,6.0
4856,58,1,Grassland,485,-0.5,58.0,67.9,44.5
4857,12,1,Woodland,485,-0.5,12.0,12.0,9.3
4858,30,1,Thorny Scrub,485,-0.5,30.0,46.2,20.1
4859,0,1,Bare ground,485,-0.5,0.0,0.0,0.0
4860,91,1,Roe deer,486,-0.5,106.0,169.89999999999998,92.5
4861,8,1,Exmoor pony,486,-0.5,8.0,8.0,8.0
4862,163,1,Fallow deer,486,-0.5,160.0,162.7,157.3
4863,59,1,Longhorn cattle,486,-0.5,56.0,58.7,49.7
4864,28,1,Red deer,486,-0.5,28.0,33.4,28.0
4865,22,1,Tamworth pigs,486,-0.5,6.0,20.4,6.0
4866,58,1,Grassland,486,-0.5,58.0,67.9,44.5
4867,12,1,Woodland,486,-0.5,12.0,12.0,9.3
4868,30,1,Thorny Scrub,486,-0.5,30.0,46.2,20.1
4869,0,1,Bare ground,486,-0.5,0.0,0.0,0.0
4870,90,1,Roe deer,487,-0.5,106.0,169.0,91.6
4871,8,1,Exmoor pony,487,-0.5,8.0,8.0,8.0
4872,163,1,Fallow deer,487,-0.5,160.0,162.7,157.3
4873,52,1,Longhorn cattle,487,-0.5,43.0,51.1,19.6
4874,28,1,Red deer,487,-0.5,28.0,33.4,28.0
4875,22,1,Tamworth pigs,487,-0.5,6.0,20.4,6.0
4876,58,1,Grassland,487,-0.5,58.0,67.9,45.4
4877,12,1,Woodland,487,-0.5,12.0,12.0,9.3
4878,30,1,Thorny Scrub,487,-0.5,30.0,45.3,20.1
4879,0,1,Bare ground,487,-0.5,0.0,0.0,0.0
4880,90,1,Roe deer,488,-0.5,106.0,165.39999999999998,91.6
4881,8,1,Exmoor pony,488,-0.5,8.0,8.0,8.0
4882,161,1,Fallow deer,488,-0.5,118.0,156.7,43.3
4883,40,1,Longhorn cattle,488,-0.5,34.0,39.4,18.7
4884,10,1,Red deer,488,-0.5,22.0,25.6,11.2
4885,22,1,Tamworth pigs,488,-0.5,6.0,20.4,6.0
4886,58,1,Grassland,488,-0.5,58.0,67.9,45.4
4887,12,1,Woodland,488,-0.5,12.0,12.0,9.3
4888,30,1,Thorny Scrub,488,-0.5,30.0,45.3,20.1
4889,0,1,Bare ground,488,-0.5,0.0,0.0,0.0
4890,87,1,Roe deer,489,-0.5,106.0,163.6,88.9
4891,8,1,Exmoor pony,489,-0.5,8.0,8.0,8.0
4892,78,1,Fallow deer,489,-0.5,78.0,114.0,39.3
4893,40,1,Longhorn cattle,489,-0.5,34.0,39.4,18.7
4894,10,1,Red deer,489,-0.5,22.0,25.6,11.2
4895,22,1,Tamworth pigs,489,-0.5,6.0,20.4,6.0
4896,58,1,Grassland,489,-0.5,58.0,67.9,45.4
4897,12,1,Woodland,489,-0.5,12.0,12.0,9.3
4898,30,1,Thorny Scrub,489,-0.5,30.0,46.2,21.0
4899,0,1,Bare ground,489,-0.5,0.0,0.0,0.0
4900,87,1,Roe deer,490,-0.5,104.0,159.8,88.7
4901,8,1,Exmoor pony,490,-0.5,8.0,8.0,8.0
4902,78,1,Fallow deer,490,-0.5,78.0,114.0,39.3
4903,40,1,Longhorn cattle,490,-0.5,34.0,39.4,18.7
4904,10,1,Red deer,490,-0.5,22.0,25.6,11.2
4905,22,1,Tamworth pigs,490,-0.5,6.0,20.4,6.0
4906,58,1,Grassland,490,-0.5,58.0,67.9,45.4
4907,12,1,Woodland,490,-0.5,11.0,11.9,9.2
4908,30,1,Thorny Scrub,490,-0.5,30.0,45.3,21.0
4909,0,1,Bare ground,490,-0.5,0.0,0.0,0.0
4910,86,1,Roe deer,491,-0.5,103.0,157.89999999999998,87.7
4911,8,1,Exmoor pony,491,-0.5,8.0,8.0,8.0
4912,78,1,Fallow deer,491,-0.5,78.0,114.0,39.3
4913,40,1,Longhorn cattle,491,-0.5,34.0,39.4,18.7
4914,10,1,Red deer,491,-0.5,10.0,17.2,5.5
4915,22,1,Tamworth pigs,491,-0.5,6.0,20.4,6.0
4916,58,1,Grassland,491,-0.5,58.0,68.8,44.5
4917,12,1,Woodland,491,-0.5,11.0,11.9,9.2
4918,30,1,Thorny Scrub,491,-0.5,30.0,46.2,21.0
4919,0,1,Bare ground,491,-0.5,0.0,0.0,0.0
4920,85,1,Roe deer,492,-0.5,101.0,156.8,86.6
4921,8,1,Exmoor pony,492,-0.5,8.0,8.0,8.0
4922,78,1,Fallow deer,492,-0.5,78.0,114.0,39.3
4923,40,1,Longhorn cattle,492,-0.5,34.0,39.4,18.7
4924,10,1,Red deer,492,-0.5,10.0,17.2,5.5
4925,22,1,Tamworth pigs,492,-0.5,7.0,20.5,7.0
4926,58,1,Grassland,492,-0.5,58.0,67.9,44.5
4927,12,1,Woodland,492,-0.5,11.0,11.9,9.2
4928,30,1,Thorny Scrub,492,-0.5,30.0,46.2,21.0
4929,0,1,Bare ground,492,-0.5,0.0,0.0,0.0
4930,84,1,Roe deer,493,-0.5,98.0,155.6,85.4
4931,8,1,Exmoor pony,493,-0.5,8.0,8.0,8.0
4932,78,1,Fallow deer,493,-0.5,78.0,114.0,39.3
4933,40,1,Longhorn cattle,493,-0.5,34.0,39.4,18.7
4934,10,1,Red deer,493,-0.5,10.0,17.2,5.5
4935,18,1,Tamworth pigs,493,-0.5,6.0,16.799999999999997,6.0
4936,58,1,Grassland,493,-0.5,58.0,67.9,45.4
4937,12,1,Woodland,493,-0.5,11.0,11.9,9.2
4938,30,1,Thorny Scrub,493,-0.5,30.0,46.2,21.0
4939,0,1,Bare ground,493,-0.5,0.0,0.0,0.0
4940,83,1,Roe deer,494,-0.5,98.0,151.1,84.5
4941,8,1,Exmoor pony,494,-0.5,8.0,8.0,8.0
4942,78,1,Fallow deer,494,-0.5,78.0,114.0,39.3
4943,40,1,Longhorn cattle,494,-0.5,34.0,39.4,18.7
4944,10,1,Red deer,494,-0.5,10.0,17.2,5.5
4945,11,1,Tamworth pigs,494,-0.5,9.0,10.8,6.3
4946,57,1,Grassland,494,-0.5,57.0,68.7,45.3
4947,12,1,Woodland,494,-0.5,11.0,11.9,9.2
4948,30,1,Thorny Scrub,494,-0.5,30.0,46.2,21.0
4949,0,1,Bare ground,494,-0.5,0.0,0.0,0.0
4950,82,1,Roe deer,495,-0.5,97.0,150.1,83.5
4951,8,1,Exmoor pony,495,-0.5,8.0,8.0,8.0
4952,124,1,Fallow deer,495,-0.5,124.0,124.0,124.0
4953,40,1,Longhorn cattle,495,-0.5,40.0,40.0,40.0
4954,18,1,Red deer,495,-0.5,18.0,18.0,18.0
4955,11,1,Tamworth pigs,495,-0.5,9.0,10.8,6.3
4956,57,1,Grassland,495,-0.5,57.0,68.7,44.4
4957,12,1,Woodland,495,-0.5,11.0,11.9,9.2
4958,30,1,Thorny Scrub,495,-0.5,30.0,46.2,20.1
4959,0,1,Bare ground,495,-0.5,0.0,0.0,0.0
4960,82,1,Roe deer,496,-0.5,95.0,148.1,83.3
4961,8,1,Exmoor pony,496,-0.5,8.0,8.0,8.0
4962,124,1,Fallow deer,496,-0.5,124.0,124.0,124.0
4963,44,1,Longhorn cattle,496,-0.5,44.0,44.0,42.2
4964,18,1,Red deer,496,-0.5,18.0,18.0,18.0
4965,14,1,Tamworth pigs,496,-0.5,9.0,13.5,6.3
4966,58,1,Grassland,496,-0.5,58.0,68.8,44.5
4967,12,1,Woodland,496,-0.5,11.0,11.9,9.2
4968,30,1,Thorny Scrub,496,-0.5,30.0,46.2,20.1
4969,0,1,Bare ground,496,-0.5,0.0,0.0,0.0
4970,90,1,Roe deer,497,-0.5,101.0,158.6,91.1
4971,8,1,Exmoor pony,497,-0.5,8.0,8.0,8.0
4972,143,1,Fallow deer,497,-0.5,138.0,142.5,135.3
4973,48,1,Longhorn cattle,497,-0.5,49.0,49.9,48.1
4974,21,1,Red deer,497,-0.5,22.0,22.9,21.1
4975,10,1,Tamworth pigs,497,-0.5,6.0,9.6,6.0
4976,58,1,Grassland,497,-0.5,58.0,68.8,44.5
4977,12,1,Woodland,497,-0.5,11.0,11.9,9.2
4978,30,1,Thorny Scrub,497,-0.5,30.0,46.2,20.1
4979,0,1,Bare ground,497,-0.5,0.0,0.0,0.0
4980,99,1,Roe deer,498,-0.5,108.0,179.1,99.9
4981,8,1,Exmoor pony,498,-0.5,8.0,8.0,8.0
4982,158,1,Fallow deer,498,-0.5,158.0,162.5,147.2
4983,55,1,Longhorn cattle,498,-0.5,55.0,57.7,54.1
4984,24,1,Red deer,498,-0.5,24.0,26.7,24.0
4985,10,1,Tamworth pigs,498,-0.5,6.0,9.6,6.0
4986,58,1,Grassland,498,-0.5,58.0,68.8,45.4
4987,12,1,Woodland,498,-0.5,11.0,11.9,9.2
4988,30,1,Thorny Scrub,498,-0.5,30.0,46.2,20.1
4989,0,1,Bare ground,498,-0.5,0.0,0.0,0.0
4990,98,1,Roe deer,499,-0.5,106.0,174.39999999999998,98.8
4991,8,1,Exmoor pony,499,-0.5,8.0,8.0,8.0
4992,158,1,Fallow deer,499,-0.5,158.0,162.5,147.2
4993,18,1,Longhorn cattle,499,-0.5,18.0,34.2,16.2
4994,24,1,Red deer,499,-0.5,24.0,26.7,24.0
4995,10,1,Tamworth pigs,499,-0.5,6.0,9.6,6.0
4996,58,1,Grassland,499,-0.5,58.0,68.8,45.4
4997,12,1,Woodland,499,-0.5,11.0,11.9,9.2
4998,30,1,Thorny Scrub,499,-0.5,30.0,46.2,20.1
4999,0,1,Bare ground,499,-0.5,0.0,0.0,0.0
5000,97,1,Roe deer,500,-0.5,103.0,171.39999999999998,97.6
5001,8,1,Exmoor pony,500,-0.5,8.0,8.0,8.0
5002,114,1,Fallow deer,500,-0.5,41.0,106.69999999999999,39.2
5003,18,1,Longhorn cattle,500,-0.5,18.0,34.2,16.2
5004,10,1,Red deer,500,-0.5,24.0,24.9,11.4
5005,10,1,Tamworth pigs,500,-0.5,6.0,9.6,6.0
5006,58,1,Grassland,500,-0.5,58.0,68.8,45.4
5007,12,1,Woodland,500,-0.5,11.0,11.9,9.2
5008,30,1,Thorny Scrub,500,-0.5,30.0,45.3,20.1
5009,0,1,Bare ground,500,-0.5,0.0,0.0,0.0
5010,95,1,Roe deer,501,-0.5,98.0,169.1,95.3
5011,8,1,Exmoor pony,501,-0.5,8.0,8.0,8.0
5012,114,1,Fallow deer,501,-0.5,41.0,106.69999999999999,39.2
5013,18,1,Longhorn cattle,501,-0.5,18.0,34.2,16.2
5014,10,1,Red deer,501,-0.5,24.0,24.9,11.4
5015,10,1,Tamworth pigs,501,-0.5,6.0,9.6,6.0
5016,58,1,Grassland,501,-0.5,58.0,69.7,45.4
5017,12,1,Woodland,501,-0.5,11.0,11.9,9.2
5018,30,1,Thorny Scrub,501,-0.5,30.0,46.2,19.2
5019,0,1,Bare ground,501,-0.5,0.0,0.0,0.0
5020,94,1,Roe deer,502,-0.5,96.0,167.1,94.2
5021,8,1,Exmoor pony,502,-0.5,8.0,8.0,8.0
5022,114,1,Fallow deer,502,-0.5,41.0,106.69999999999999,39.2
5023,18,1,Longhorn cattle,502,-0.5,18.0,34.2,16.2
5024,10,1,Red deer,502,-0.5,24.0,24.9,11.4
5025,10,1,Tamworth pigs,502,-0.5,6.0,9.6,6.0
5026,58,1,Grassland,502,-0.5,58.0,68.8,45.4
5027,12,1,Woodland,502,-0.5,11.0,11.9,9.2
5028,30,1,Thorny Scrub,502,-0.5,30.0,45.3,19.2
5029,0,1,Bare ground,502,-0.5,0.0,0.0,0.0
5030,92,1,Roe deer,503,-0.5,96.0,166.2,92.4
5031,8,1,Exmoor pony,503,-0.5,8.0,8.0,8.0
5032,114,1,Fallow deer,503,-0.5,41.0,106.69999999999999,39.2
5033,18,1,Longhorn cattle,503,-0.5,18.0,34.2,16.2
5034,10,1,Red deer,503,-0.5,11.0,14.6,10.1
5035,10,1,Tamworth pigs,503,-0.5,6.0,9.6,6.0
5036,58,1,Grassland,503,-0.5,58.0,69.7,45.4
5037,12,1,Woodland,503,-0.5,11.0,11.9,9.2
5038,30,1,Thorny Scrub,503,-0.5,30.0,45.3,19.2
5039,0,1,Bare ground,503,-0.5,0.0,0.0,0.0
5040,91,1,Roe deer,504,-0.5,95.0,163.39999999999998,91.4
5041,8,1,Exmoor pony,504,-0.5,8.0,8.0,8.0
5042,114,1,Fallow deer,504,-0.5,41.0,106.69999999999999,39.2
5043,18,1,Longhorn cattle,504,-0.5,18.0,34.2,16.2
5044,10,1,Red deer,504,-0.5,11.0,14.6,10.1
5045,10,1,Tamworth pigs,504,-0.5,7.0,9.7,7.0
5046,58,1,Grassland,504,-0.5,58.0,69.7,45.4
5047,12,1,Woodland,504,-0.5,11.0,11.9,9.2
5048,30,1,Thorny Scrub,504,-0.5,30.0,45.3,19.2
5049,0,1,Bare ground,504,-0.5,0.0,0.0,0.0
5050,90,1,Roe deer,505,-0.5,95.0,161.6,90.5
5051,8,1,Exmoor pony,505,-0.5,8.0,8.0,8.0
5052,114,1,Fallow deer,505,-0.5,41.0,106.69999999999999,39.2
5053,18,1,Longhorn cattle,505,-0.5,18.0,34.2,16.2
5054,10,1,Red deer,505,-0.5,11.0,14.6,10.1
5055,7,1,Tamworth pigs,505,-0.5,6.0,6.9,6.0
5056,58,1,Grassland,505,-0.5,58.0,68.8,45.4
5057,12,1,Woodland,505,-0.5,11.0,11.9,9.2
5058,30,1,Thorny Scrub,505,-0.5,30.0,46.2,19.2
5059,0,1,Bare ground,505,-0.5,0.0,0.0,0.0
5060,88,1,Roe deer,506,-0.5,95.0,161.6,88.7
5061,8,1,Exmoor pony,506,-0.5,8.0,8.0,8.0
5062,114,1,Fallow deer,506,-0.5,41.0,106.69999999999999,39.2
5063,18,1,Longhorn cattle,506,-0.5,18.0,34.2,16.2
5064,10,1,Red deer,506,-0.5,11.0,14.6,10.1
5065,11,1,Tamworth pigs,506,-0.5,11.0,11.0,6.5
5066,58,1,Grassland,506,-0.5,58.0,69.7,46.3
5067,12,1,Woodland,506,-0.5,11.0,11.9,9.2
5068,30,1,Thorny Scrub,506,-0.5,30.0,45.3,19.2
5069,0,1,Bare ground,506,-0.5,0.0,0.0,0.0
5070,88,1,Roe deer,507,-0.5,94.0,157.0,88.6
5071,8,1,Exmoor pony,507,-0.5,8.0,8.0,8.0
5072,124,1,Fallow deer,507,-0.5,124.0,124.0,124.0
5073,40,1,Longhorn cattle,507,-0.5,40.0,40.0,40.0
5074,18,1,Red deer,507,-0.5,18.0,18.0,18.0
5075,11,1,Tamworth pigs,507,-0.5,13.0,15.7,11.2
5076,59,1,Grassland,507,-0.5,59.0,69.8,45.5
5077,12,1,Woodland,507,-0.5,11.0,11.9,9.2
5078,30,1,Thorny Scrub,507,-0.5,30.0,46.2,19.2
5079,0,1,Bare ground,507,-0.5,0.0,0.0,0.0
5080,88,1,Roe deer,508,-0.5,93.0,154.2,88.5
5081,8,1,Exmoor pony,508,-0.5,8.0,8.0,8.0
5082,124,1,Fallow deer,508,-0.5,124.0,124.0,124.0
5083,45,1,Longhorn cattle,508,-0.5,45.0,45.9,44.1
5084,18,1,Red deer,508,-0.5,18.0,18.0,18.0
5085,11,1,Tamworth pigs,508,-0.5,13.0,18.4,11.2
5086,59,1,Grassland,508,-0.5,59.0,68.9,45.5
5087,12,1,Woodland,508,-0.5,11.0,11.9,8.3
5088,30,1,Thorny Scrub,508,-0.5,30.0,46.2,19.2
5089,0,1,Bare ground,508,-0.5,0.0,0.0,0.0
5090,95,1,Roe deer,509,-0.5,105.0,174.3,96.0
5091,8,1,Exmoor pony,509,-0.5,8.0,8.0,8.0
5092,146,1,Fallow deer,509,-0.5,140.0,145.4,136.4
5093,51,1,Longhorn cattle,509,-0.5,50.0,50.9,46.4
5094,23,1,Red deer,509,-0.5,23.0,25.7,21.2
5095,7,1,Tamworth pigs,509,-0.5,12.0,16.5,7.5
5096,58,1,Grassland,509,-0.5,58.0,68.8,45.4
5097,12,1,Woodland,509,-0.5,11.0,11.9,8.3
5098,30,1,Thorny Scrub,509,-0.5,30.0,46.2,19.2
5099,0,1,Bare ground,509,-0.5,0.0,0.0,0.0
5100,98,1,Roe deer,510,-0.5,111.0,186.6,99.3
5101,8,1,Exmoor pony,510,-0.5,8.0,8.0,8.0
5102,167,1,Fallow deer,510,-0.5,165.0,166.8,156.0
5103,53,1,Longhorn cattle,510,-0.5,53.0,53.9,52.1
5104,25,1,Red deer,510,-0.5,26.0,30.5,25.1
5105,7,1,Tamworth pigs,510,-0.5,12.0,16.5,7.5
5106,58,1,Grassland,510,-0.5,58.0,68.8,45.4
5107,12,1,Woodland,510,-0.5,11.0,11.9,8.3
5108,30,1,Thorny Scrub,510,-0.5,30.0,45.3,20.1
5109,0,1,Bare ground,510,-0.5,0.0,0.0,0.0
5110,97,1,Roe deer,511,-0.5,110.0,185.6,98.3
5111,8,1,Exmoor pony,511,-0.5,8.0,8.0,8.0
5112,167,1,Fallow deer,511,-0.5,165.0,166.8,156.0
5113,26,1,Longhorn cattle,511,-0.5,30.0,36.3,26.4
5114,25,1,Red deer,511,-0.5,26.0,30.5,25.1
5115,7,1,Tamworth pigs,511,-0.5,12.0,16.5,7.5
5116,59,1,Grassland,511,-0.5,59.0,68.9,45.5
5117,11,1,Woodland,511,-0.5,11.0,11.0,8.3
5118,30,1,Thorny Scrub,511,-0.5,30.0,45.3,20.1
5119,0,1,Bare ground,511,-0.5,0.0,0.0,0.0
5120,95,1,Roe deer,512,-0.5,109.0,180.1,96.4
5121,8,1,Exmoor pony,512,-0.5,8.0,8.0,8.0
5122,133,1,Fallow deer,512,-0.5,99.0,129.6,52.2
5123,26,1,Longhorn cattle,512,-0.5,30.0,36.3,26.4
5124,17,1,Red deer,512,-0.5,17.0,28.7,9.8
5125,7,1,Tamworth pigs,512,-0.5,12.0,16.5,7.5
5126,58,1,Grassland,512,-0.5,58.0,68.8,45.4
5127,12,1,Woodland,512,-0.5,10.0,11.8,8.2
5128,30,1,Thorny Scrub,512,-0.5,30.0,45.3,20.1
5129,0,1,Bare ground,512,-0.5,0.0,0.0,0.0
5130,93,1,Roe deer,513,-0.5,106.0,176.2,94.3
5131,8,1,Exmoor pony,513,-0.5,8.0,8.0,8.0
5132,124,1,Fallow deer,513,-0.5,99.0,121.5,52.2
5133,26,1,Longhorn cattle,513,-0.5,30.0,36.3,26.4
5134,17,1,Red deer,513,-0.5,17.0,28.7,9.8
5135,7,1,Tamworth pigs,513,-0.5,12.0,16.5,7.5
5136,59,1,Grassland,513,-0.5,59.0,69.8,44.6
5137,11,1,Woodland,513,-0.5,10.0,10.9,8.2
5138,30,1,Thorny Scrub,513,-0.5,30.0,46.2,20.1
5139,0,1,Bare ground,513,-0.5,0.0,0.0,0.0
5140,92,1,Roe deer,514,-0.5,105.0,174.3,93.3
5141,8,1,Exmoor pony,514,-0.5,8.0,8.0,8.0
5142,124,1,Fallow deer,514,-0.5,99.0,121.5,52.2
5143,26,1,Longhorn cattle,514,-0.5,30.0,36.3,26.4
5144,17,1,Red deer,514,-0.5,17.0,28.7,9.8
5145,7,1,Tamworth pigs,514,-0.5,12.0,16.5,7.5
5146,59,1,Grassland,514,-0.5,59.0,69.8,44.6
5147,11,1,Woodland,514,-0.5,10.0,10.9,8.2
5148,30,1,Thorny Scrub,514,-0.5,30.0,46.2,20.1
5149,0,1,Bare ground,514,-0.5,0.0,0.0,0.0
5150,91,1,Roe deer,515,-0.5,104.0,172.39999999999998,92.3
5151,8,1,Exmoor pony,515,-0.5,8.0,8.0,8.0
5152,124,1,Fallow deer,515,-0.5,99.0,121.5,52.2
5153,26,1,Longhorn cattle,515,-0.5,30.0,36.3,26.4
5154,17,1,Red deer,515,-0.5,17.0,23.299999999999997,9.8
5155,7,1,Tamworth pigs,515,-0.5,12.0,16.5,7.5
5156,60,1,Grassland,515,-0.5,60.0,69.9,44.7
5157,11,1,Woodland,515,-0.5,10.0,10.9,8.2
5158,30,1,Thorny Scrub,515,-0.5,30.0,47.099999999999994,20.1
5159,0,1,Bare ground,515,-0.5,0.0,0.0,0.0
5160,88,1,Roe deer,516,-0.5,104.0,171.5,89.6
5161,8,1,Exmoor pony,516,-0.5,8.0,8.0,8.0
5162,124,1,Fallow deer,516,-0.5,99.0,121.5,52.2
5163,26,1,Longhorn cattle,516,-0.5,30.0,36.3,26.4
5164,17,1,Red deer,516,-0.5,17.0,23.299999999999997,9.8
5165,8,1,Tamworth pigs,516,-0.5,11.0,14.6,8.3
5166,59,1,Grassland,516,-0.5,59.0,69.8,44.6
5167,11,1,Woodland,516,-0.5,10.0,10.9,8.2
5168,30,1,Thorny Scrub,516,-0.5,30.0,47.099999999999994,20.1
5169,0,1,Bare ground,516,-0.5,0.0,0.0,0.0
5170,86,1,Roe deer,517,-0.5,102.0,171.3,87.6
5171,8,1,Exmoor pony,517,-0.5,8.0,8.0,8.0
5172,124,1,Fallow deer,517,-0.5,99.0,121.5,52.2
5173,26,1,Longhorn cattle,517,-0.5,30.0,36.3,26.4
5174,17,1,Red deer,517,-0.5,17.0,21.5,9.8
5175,6,1,Tamworth pigs,517,-0.5,10.0,10.9,6.4
5176,59,1,Grassland,517,-0.5,59.0,69.8,44.6
5177,10,1,Woodland,517,-0.5,10.0,10.0,8.2
5178,30,1,Thorny Scrub,517,-0.5,30.0,47.099999999999994,20.1
5179,0,1,Bare ground,517,-0.5,0.0,0.0,0.0
5180,85,1,Roe deer,518,-0.5,100.0,168.39999999999998,86.5
5181,8,1,Exmoor pony,518,-0.5,8.0,8.0,8.0
5182,124,1,Fallow deer,518,-0.5,99.0,121.5,52.2
5183,26,1,Longhorn cattle,518,-0.5,30.0,36.3,26.4
5184,17,1,Red deer,518,-0.5,17.0,17.9,9.8
5185,10,1,Tamworth pigs,518,-0.5,9.0,9.9,6.3
5186,59,1,Grassland,518,-0.5,59.0,69.8,44.6
5187,11,1,Woodland,518,-0.5,10.0,10.9,8.2
5188,30,1,Thorny Scrub,518,-0.5,30.0,47.099999999999994,19.2
5189,0,1,Bare ground,518,-0.5,0.0,0.0,0.0
5190,84,1,Roe deer,519,-0.5,97.0,165.39999999999998,85.3
5191,8,1,Exmoor pony,519,-0.5,8.0,8.0,8.0
5192,124,1,Fallow deer,519,-0.5,124.0,124.0,124.0
5193,40,1,Longhorn cattle,519,-0.5,40.0,40.0,40.0
5194,18,1,Red deer,519,-0.5,18.0,18.0,18.0
5195,10,1,Tamworth pigs,519,-0.5,9.0,9.9,6.3
5196,59,1,Grassland,519,-0.5,59.0,70.7,45.5
5197,10,1,Woodland,519,-0.5,10.0,10.0,8.2
5198,30,1,Thorny Scrub,519,-0.5,30.0,46.2,19.2
5199,0,1,Bare ground,519,-0.5,0.0,0.0,0.0
5200,84,1,Roe deer,520,-0.5,97.0,165.39999999999998,85.3
5201,8,1,Exmoor pony,520,-0.5,8.0,8.0,8.0
5202,124,1,Fallow deer,520,-0.5,124.0,124.0,124.0
